id,date,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
16481,21-09-2010 9.51,Norht,Search,Storage,Premium,23.4,1.95,,423,2905,0.0428,1.91,-1,30,689.81,126.39398
16482,29-11-2010 9.44,North,Email,General,Premium,23.25,4.65,0.0638,350,1894,0.1375,1.67,0.366025404,90,1042.93,163.567025
16483,04-09-2011 14.50,North,Search,Lighting,Standard,3.75,3.75,0.4533,205,3209,0.0157,4.82,-1,60,856.05,59.37150624
16484,24-11-2011 17.06,North,TV,General,Budget,17.7,2.95,0.2265,28,811,0.0351,2.94,0.366025404,7,830.35,78.35852997
16485,08-12-2010 15.38,Norht,Affiliate,Storage,Premium,8.5,0.85,0.2276,365,6922,0.0563,5.94,1,,4909.73,177.4429839
16486,24-10-2010 15.29,North,TV,General,Premium,2.55,2.55,0.1903,369,5170,0.0631,2.36,-0.366025404,7,63.4,92.60799229
16487,15-05-2011 12.21,North,Affiliate,Storage,Premium,8.25,1.65,0.0288,664,10525,0.0675,5.35,-0.366025404,21,7462.38,136.2889948
16488,15-01-2010 11.30,North,Search,Seasonal,Premium,1.65,1.65,0.1507,308,20577,0.0838,2.38,1.366025404,21,5.85,132.7528636
16489,04-10-2010 12.36,North,Email,General,Premium,3.4,0.85,0.0741,306,6617,0.0247,1.08,-0.366025404,21,1398.29,180.8877234
16490,23-08-2011 9.38,North,Social Media,Storage,Premium,17.7,2.95,0.0287,406,6060,0.0717,6,-1.366025404,21,2391.3,101.763914
16491,06-06-2011 13.18,North,Social Media,General,Standard,18.75,6.25,,160,2974,0.0455,2.59,-1,14,483.86,70.56921658
16492,17-11-2011 14.40,North,Email,Stationery,Premium,16.5,8.25,0.4637,24,651,0.1631,2.03,0.366025404,,280113.88,148.2294485
16493,08-03-2010 13.44,North,Social Media,General,Premium,20.4,0.85,0.0411,99,1283,0.0689,1.44,1,21,2780.4,208.3438511
16494,28-11-2010 14.28,North,Email,General,Premium,8.25,1.65,0.1489,274,13365,0.1146,0.19,0.366025404,21,,190.5571835
16495,04-05-2010 13.59,East,Social Media,Kitchen,Standard,15,3.75,0.2508,200,2789,0.0821,3.81,-0.366025404,14,158.02,101.4949323
16496,04-03-2010 10.29,North,Email,Seasonal,Premium,934.3710124,1.25,0.2228,391,14122,,0.72,1,60,571.25,231.9321223
16497,05-08-2010 20.03,North,Search,General,Premium,1.65,1.65,,200,2414,0.1597,5.9,-1.366025404,60,1422.19,143.9962438
16498,22-08-2010 14.01,North,Email,Seasonal,Premium,15,1.25,0.2183,662,12708,0.0786,3.26,-1.366025404,30,2344.2,134.1598369
16499,17-07-2011 13.29,North,Search,Storage,Premium,17.7,2.95,,439,5182,0.0086,4.05,-1.366025404,7,4966.96,57.27071311
16500,15-11-2010 14.49,North,Social Media,Stationery,Premium,5.1,0.85,0.2859,110,2330,0.0321,4.96,0.366025404,30,1678.26,157.8966673
16501,09-05-2011 13.45,North,Social Media,General,Budget,7.95,7.95,0.0432,293,9089,0.017,1.76,-0.366025404,21,49.25,104.0973175
16502,12-09-2011 13.16,North,Affiliate,Storage,Premium,20.8,2.08,0.6,412,6409,0.0611,5.75,-1,21,17035.27,85.02137073
16503,12-05-2010 11.55,North,Email,General,Premium,20.28,1.69,0.186,234,2719,0.1949,4.54,-0.366025404,,,176.2132436
16504,08-12-2010 9.56,North,Search,General,Premium,17.4,1.45,0.1535,304,3176,0.0173,2.31,1,7,22531.21,157.126052
16505,05-12-2010 13.42,North,Affiliate,Lighting,Standard,,2.95,0.1479,58,703,0.099,4.53,1,60,116.6,104.4353667
16506,31-10-2010 14.09,North,Social Media,General,Premium,12.75,4.25,0.3149,254,4650,0.0828,3.92,-0.366025404,30,271.18,115.8742106
16507,14-04-2011 18.57,East,Search,General,Premium,19.8,1.65,0.304,587,20960,0.0191,2.51,0.366025404,60,1246.73,157.2478997
16508,16-11-2011 11.46,North,TV,General,Premium,12.75,4.25,0.3501,410,10676,0.0148,1.65,0.366025404,30,64290.65,85.3366003
16509,04-08-2010 10.36,North,TV,Stationery,Standard,13.52,1.69,0.493,251,6082,0.0835,2.21,-1.366025404,30,361.72,86.52310919
16510,05-01-2010 14.12,North,Email,Storage,Premium,2.95,2.95,0.1741,1490,23098,,8.07,1.366025404,,254.7,110.0282238
16511,02-11-2011 15.56,North,Influencer,Lighting,Standard,1.25,1.25,0.2038,43,933,0.0098,7.9,0.366025404,7,658.25,79.11101082
16512,12-01-2011 15.00,North,Email,General,Standard,29.9,14.95,0.067,377,4368,0.1099,3.49,1.366025404,90,834.03,133.7845734
16513,18-09-2011 15.32,North,Social Media,General,Premium,10.14,1.69,0.0644,415,8583,0.0491,2.18,-1,30,13032.85,156.8895679
16514,21-02-2011 12.54,NORTH,Social Media,Seasonal,Premium,25.5,12.75,0.2436,471,7330,0.0047,4.52,1.366025404,30,271.21,89.9915486
16515,26-09-2011 15.28,North,Affiliate,General,Premium,9.87,3.29,0.0955,227,2050,0.0194,1.88,-1,30,7771.75,91.46954175
16516,12-05-2010 9.39,North,TV,Storage,Premium,15,1.25,,500,18979,0.1322,4.37,-0.366025404,21,384.59,136.640675
16517,27-09-2010 11.57,North,Social Media,General,Premium,15,3.75,0.4377,357,13473,0.0015,6.71,-1,60,2537.14,53.65949348
16518,13-10-2010 14.39,North,Social Media,Seasonal,Premium,18.75,3.75,0.1087,500,8913,0.0385,3.26,-0.366025404,7,9418.32,123.6766512
16519,21-08-2011 14.32,North,Email,Storage,Premium,1.65,0.55,0.1532,366,9950,0.0766,3.22,-1.366025404,21,7322.76,207.4652964
16520,10-03-2011 14.42,Central,Affiliate,Lighting,Premium,19.8,1.65,0.6,415,9792,0.0147,5.57,1,7,3474.65,99.75783299
16521,30-09-2010 17.15,Central,Social Media,Stationery,Budget,30.6,2.55,0.3461,444,6636,0.0325,2.07,-1,21,438.6,110.1932306
16522,19-01-2010 13.23,West,Search,Storage,Standard,8.5,0.85,0.2509,423,4707,0.0177,4.52,1.366025404,14,803.2,189.8717209
16523,13-05-2010,North,Search,General,Premium,5.9,2.95,0.1913,631,10075,0.1505,3.5,-0.366025404,90,2838.82,161.8792495
16524,29-03-2010 16.48,North,Search,Kitchen,Premium,1.25,1.25,0.1487,184,3300,0.1334,4.55,1,21,6433.73,178.995024
16525,08-11-2011 13.19,North,Social Media,General,Premium,,4.95,0.3344,717,16934,0.0126,3.9,0.366025404,28,5146.24,111.1836614
16526,21-09-2010 15.51,North,Email,General,Premium,7.5,1.25,0.1347,263,3276,0.0323,2.21,-1,60,2236.16,141.6998904
16527,20-04-2010 16.19,North,Affiliate,General,Premium,9.9,4.95,0.2405,445,7659,0.1529,5.4,0.366025404,7,1509.06,108.7588008
16528,16-08-2011 15.39,East,Email,Storage,Premium,,2.08,0.0581,326,10043,0.0327,2.47,-1.366025404,90,741.29,111.1010821
16529,11-08-2010 12.28,North,Search,Storage,Premium,13.2,0.55,0.0682,822,30396,0.0248,4.85,-1.366025404,30,1710.62,245.4781113
16530,28-11-2011 12.45,North,Social Media,Storage,Premium,30,1.25,0.1948,14,412,0.0327,4.97,0.366025404,30,3610.56,119.3759078
16531,12-04-2011 12.16,North,Search,General,Budget,0.85,0.85,0.297,96,2871,0.1405,7.54,0.366025404,7,59.34,131.7705872
16532,09-08-2010 18.31,North,Affiliate,Lighting,Premium,112.1,2.95,0.3805,5,40,0.0767,3.55,-1.366025404,90,249178.99,32.44727206
16533,29-11-2010 11.53,North,Affiliate,Stationery,Premium,39,1.95,0.5347,658,24021,0.0469,4.16,0.366025404,,129.6,117.3169904
16534,01-09-2011 14.26,North,TV,Seasonal,Premium,34.8,1.45,0.0497,428,3097,0.0015,4.27,-1,28,78479.66,96.63740892
16535,29-01-2010 17.25,North,Search,General,Standard,11.9,5.95,0.2188,682,13639,0.0746,1.27,1.366025404,60,972.06,152.7969369
16536,11-10-2010 12.52,North,Social Media,General,Budget,0.85,0.85,0.2528,266,8150,,2.58,-0.366025404,14,40.35,178.9812406
16537,20-09-2011 12.12,North,Social Media,General,Standard,15.6,1.95,0.1286,472,4164,0.1779,1.58,-1,14,413.88,182.0396011
16538,14-04-2011 16.26,North,Search,General,Premium,11.7,1.95,0.0938,266,6374,0.0808,0.39,0.366025404,28,6238.1,202.3991793
16539,08-12-2010 11.42,North,Influencer,Lighting,Premium,15,3.75,0.2854,206,2360,0.0283,4.95,1,28,1735.77,120.0783983
16540,16-10-2011,North,TV,Seasonal,Premium,5.9,2.95,0.2201,896,16524,0.0073,5.66,-0.366025404,90,5856.5,90.03461368
16541,30-11-2010 13.07,North,Affiliate,General,Standard,0.84,0.42,0.0635,251,6579,0.0102,6.21,0.366025404,7,420.19,187.6484732
16542,10-11-2011 10.56,north ,Email,General,Standard,25,1.25,0.26,217,7394,0.024,4.44,0.366025404,21,769.22,137.790026
16543,06-10-2011 14.50,East,Social Media,General,Premium,0.58,0.29,0.1202,178,4800,0.0483,7.86,-0.366025404,60,,262.0648646
16544,29-04-2010 18.31,North,Search,Seasonal,Standard,12.75,12.75,0.1121,181,3707,0.0699,3.08,0.366025404,60,55.98,110.7629829
16545,14-07-2010 13.55,North,Email,Seasonal,Premium,1.65,1.65,0.4407,325,1634,0.1025,4.17,-1.366025404,60,11491.3,121.1319981
16546,31-03-2011 11.20,North,TV,General,Premium,40.56,1.69,0.3803,321,11616,0.0239,4.38,1,30,22679.03,119.4205899
16547,14-01-2010 13.02,North,Search,General,Standard,19.8,4.95,0.1421,134,3149,0.0586,7.37,1.366025404,60,96.9,108.5012938
16548,28-04-2010 12.15,North,Social Media,General,Budget,34,8.5,0.0868,276,14003,0.1117,1.5,0.366025404,28,594.98,162.9877595
16549,18-09-2011 15.33,North,Email,Stationery,Premium,3.4,0.85,0.1235,108,1331,0.0083,2.88,-1,7,15037.77,113.0380232
16550,02-06-2011 17.50,north,Email,General,Premium,6.6,1.65,0.3032,261,2986,0.2027,6.1,-1,90,24288.76,168.1242903
16551,04-03-2010 18.27,North,Social Media,Storage,Premium,8.85,2.95,0.3091,401,6630,0.1577,5.58,1,7,713.65,140.4409035
16552,07-10-2010 18.27,North,Email,General,Premium,15.3,2.55,0.0623,369,16080,0.0258,5.14,-0.366025404,,8616.34,113.666927
16553,05-09-2010 10.54,North,Email,General,Premium,1.7,0.85,0.1227,103,1460,0.0123,1.87,-1,28,3409.45,121.9380509
16554,06-03-2011 12.46,North,Email,General,Premium,2.55,2.55,0.3532,217,8355,0.0425,7.93,1,,1770.46,102.5027524
16555,11-11-2010 12.19,North,Search,General,Premium,81.12,1.69,0.0337,486,8332,0.0616,1.64,0.366025404,,10658.92,233.0035221
16556,05-12-2010 12.35,North,Social Media,General,Premium,0.42,0.42,0.1892,251,2810,0.1295,6.45,1,7,2694.73,251.2199271
16557,27-02-2011 11.40,North,TV,General,Premium,9.9,4.95,0.2941,183,3417,0.0529,3.34,1.366025404,14,2199.77,85.98181352
16558,17-03-2011 20.18,North,TV,General,Premium,6.3,0.21,0.2857,209,2608,0.0114,6.78,1,14,1874.16,239.3459487
16559,12-09-2011 9.36,North,Email,Storage,Premium,52.8,1.65,0.3517,,3662,0.0499,0.77,-1,7,1770.68,118.0871932
16560,27-10-2010 11.29,North,Social Media,Seasonal,Premium,8.25,1.65,0.0724,66,1634,0.0148,5.22,-0.366025404,,2961.07,100.5296946
16561,08-03-2011 9.26,North,Search,General,Premium,17.7,2.95,0.0209,464,10865,,3.98,1,14,5101.79,153.267662
16562,26-11-2010 14.09,North,Influencer,General,Premium,1.25,1.25,0.1839,,7413,0.0336,2.18,0.366025404,,323.92,168.2021045
16563,14-10-2010 10.30,North,Influencer,Seasonal,Premium,464.04,12.89,0.4262,,3028,,5.01,-0.366025404,28,295512.79,101.4567872
16564,16-12-2009 16.02,North,Social Media,General,Premium,3.75,1.25,0.2481,,130,0.0219,3.49,1,,424.42,155.5785658
16565,17-11-2011 17.13,North,Email,General,Premium,37.5,6.25,0.177,682,20239,0.0438,6.25,0.366025404,28,8653.09,101.3203201
16566,16-02-2011 15.43,North,Search,General,Premium,330,1.65,0.3102,209,5370,0.2465,3.73,1.366025404,30,3473.9,239.5454689
16567,07-09-2010 9.35,North,Email,Lighting,Premium,30,1.25,0.1238,593,8493,0.0739,7.33,-1,14,582.1,133.2685192
16568,22-10-2010 10.29,East,Search,Seasonal,Standard,10.2,0.85,0.145,481,12406,0.0231,3.63,-0.366025404,30,1352.62,182.7296504
16569,30-03-2010 12.17,North,Email,Storage,Premium,13.2,0.55,0.306,614,40562,0.0165,7.26,1,14,276.2,216.168652
16570,06-12-2011 11.39,North,Social Media,Storage,Standard,15,1.25,0.2531,14,376,0.0261,7,1,14,1755.45,86.60225223
16571,01-03-2011 17.32,North,Influencer,Seasonal,Premium,3.3,1.65,0.1139,381,3619,0.0386,2.08,1,30,3328.84,172.2061716
16572,24-11-2010 13.13,North,Email,General,Premium,0.85,0.85,0.0117,243,2292,0.2965,2.3,0.366025404,28,851.78,234.0817158
16573,28-11-2011 15.54,North,Social Media,Seasonal,Premium,3.75,1.25,0.4955,195,1789,,1.79,0.366025404,21,52868.15,163.2257653
16574,06-10-2011,East,Search,General,Premium,4.15,4.15,0.1245,,1399,0.1156,3.24,-0.366025404,14,5698.12,140.5661174
16575,06-12-2010 12.55,North,Email,General,Premium,1.26,0.42,0.4113,172,2851,0.0876,2.82,1,60,1612.62,198.0357463
16576,17-06-2010 14.53,North,Email,General,Premium,,0.21,0.0448,482,21208,0.0603,2.63,-1,14,2206.88,372.0314891
16577,29-09-2011,North,Social Media,Kitchen,Budget,10.2,0.85,0.0734,,2785,0.0212,5.73,-1,,68.73,152.605472
16578,07-12-2011 12.16,north,SocialMedia,General,Premium,10.14,1.69,0.0315,415,3323,0.1372,0.43,1,14,8715.12,223.4150955
16579,17-10-2010 11.24,North,TV,General,Premium,1.65,1.65,0.0873,,11565,0.0225,6.82,-0.366025404,30,1116.26,85.91902719
16580,02-03-2011 11.32,north,TV,Stationery,Premium,1.95,1.95,0.1853,658,23488,0.1587,4.99,1,28,22749.71,140.2560184
16581,28-11-2010 14.15,Norht,Affiliate,Seasonal,Premium,1890.574621,1.65,0.2562,329,3647,0.107,0.41,0.366025404,21,1360.37,230.0089467
16582,14-11-2011 17.11,North,Search,Stationery,Premium,,2.89,0.2952,125,2036,0.0296,3.45,0.366025404,14,9194.19,97.76602624
16583,02-12-2011 14.26,North,Email,General,Premium,0.42,0.42,0.3157,69,1256,0.0337,2.6,1,90,1222.03,162.1582612
16584,31-08-2010 12.48,North,Social Media,General,Premium,2.5,1.25,0.2849,167,3914,0.1892,8.27,-1.366025404,28,1348.56,151.1048901
16585,27-06-2010 13.09,North,Social Media,General,Premium,12.5,1.25,0.2465,263,3395,0.0456,7.06,-1,30,3442.05,118.4310011
16586,17-02-2010 11.05,North,Email,General,Premium,15.9,7.95,0.1719,365,5032,0.157,4.69,1.366025404,30,237.91,108.30822
16587,05-04-2011 12.50,North,Social Media,General,Premium,7.5,3.75,0.0702,236,3895,0.0175,4.43,0.366025404,14,3248.95,117.9824239
16588,06-01-2011 14.53,North,Affiliate,General,Premium,2.9,1.45,,158,3100,0.1168,3.87,1.366025404,30,1903.44,129.7243986
16589,19-01-2011 13.21,North,Social Media,General,Premium,7.5,1.25,0.1206,262,10591,0.0461,7.04,1.366025404,60,61921.56,174.4723963
16590,14-11-2011 9.21,North,Social Media,General,Standard,30,3.75,0.4382,197,2549,0.0381,6.34,0.366025404,21,401.46,114.0023454
16591,24-11-2010 12.01,North,Social Media,General,Standard,15,1.25,0.351,98,2319,0.0379,3.23,0.366025404,21,429.25,144.8450752
16592,06-06-2011 15.31,North,Social Media,General,Premium,4.98,0.83,0.0625,,3577,0.014,5.63,-1,14,3042.08,149.873661
16593,27-06-2010 13.09,North,Email,Storage,Premium,3.95,3.95,0.096,292,5162,0.0259,3.35,-1,14,3603.22,81.99510242
16594,27-11-2011 11.22,North,Email,Stationery,Premium,10.08,0.42,0.2552,252,4051,0.0923,1.47,0.366025404,14,5543.91,267.1542109
16595,19-04-2011 14.37,North,Search,General,Standard,16.8,2.1,0.1013,484,9856,0.0159,4.16,0.366025404,7,,136.3603184
16596,30-09-2010 13.08,north,Affiliate,General,Budget,60.48,0.21,0.1185,30,525,0.0081,0.69,-1,21,76.28,161.3258835
16597,04-05-2011 14.03,North,Affiliate,General,Premium,7.5,3.75,0.5125,130,1514,0.0519,2.18,-0.366025404,7,157.65,64.42324557
16598,08-11-2011 14.00,North,Social Media,Seasonal,Standard,25.5,12.75,0.2313,471,7386,0.0115,1.21,0.366025404,30,166.46,131.1153634
16599,21-09-2011 14.40,North,Influencer,General,Premium,6.58,3.29,0.0702,403,3342,0.0194,3.91,-1,90,5403.87,133.5308696
16600,27-11-2011 12.24,North,Email,Kitchen,Standard,17.7,2.95,0.205,252,3529,0.223,2.29,0.366025404,90,624.56,177.5040778
16601,30-09-2010 10.42,North,Affiliate,General,Premium,122.4,2.55,0.2799,631,15147,0.034,3.25,-1,90,16795.42,98.02286621
16602,05-07-2010 15.09,NORTH,Affiliate,General,Premium,19.9,9.95,0.4162,346,6598,0.0153,1.51,-1.366025404,7,1442.09,39.05068429
16603,24-10-2010 13.28,Norht,Search,Storage,Budget,0.55,0.55,0.3726,404,10524,0.035,4.35,-0.366025404,7,133.8,206.0811621
16604,09-11-2011 10.27,North,Social Media,General,Premium,39.6,1.65,0.3578,556,14059,0.0742,7.37,0.366025404,28,17071.84,180.4332102
16605,07-09-2010 10.26,North,Social Media,General,Premium,10.2,0.85,0.1084,264,2988,0.0224,4.74,-1,14,11702.76,169.692562
16606,24-03-2010 10.00,North,Social Media,General,Premium,17.85,5.95,0.1211,361,14055,0.0027,1.72,1,14,408.45,139.8515432
16607,28-11-2011 15.54,North,Influencer,Seasonal,Premium,33.26,16.63,0.104,97,1678,0.0106,6.11,0.366025404,7,54862.98,84.75325034
16608,29-01-2010 13.44,North,Search,General,Standard,10.2,0.85,0.4729,48,692,0.1719,3.93,1.366025404,90,282.21,141.8714714
16609,07-02-2011 12.05,North,Email,General,Premium,29.9,14.95,0.3473,184,1497,0.0456,1.04,1.366025404,14,2174.5,121.2623857
16610,19-09-2010 15.40,North,Email,Stationery,Premium,1.65,1.65,0.0775,580,12370,0.0094,4.66,-1,14,14299.78,115.4571939
16611,04-07-2011 13.19,East,Email,General,Premium,1350,3.75,0.1173,426,14371,0.0263,1.59,-1.366025404,28,15364.5,59.72728337
16612,18-05-2010 10.50,North,Social Media,General,Standard,14.85,4.95,0.2788,425,7107,0.0255,3.87,-0.366025404,,444.67,99.88398376
16613,28-06-2010 10.19,North,Affiliate,General,Premium,17.4,1.45,0.1695,406,6614,0.0154,4.59,-1,90,2668.7,106.9766719
16614,15-04-2011 12.10,North,Affiliate,Kitchen,Premium,17.7,2.95,0.0739,402,16227,0.0456,0.45,0.366025404,90,622.36,151.0916831
16615,07-01-2010 18.38,North,Search,General,Standard,22.5,3.75,0.0349,426,10380,0.1113,3.61,1.366025404,60,23.5,157.3853816
16616,17-12-2010 16.53,North,Influencer,Kitchen,Premium,5.9,2.95,0.3338,,4050,,2.69,1,14,6153.56,127.9961287
16617,28-07-2011 13.05,North,Social_Media,General,Premium,15,1.25,0.0081,263,5705,0.0117,0.71,-1.366025404,21,,152.1737545
16618,13-11-2011 12.03,North,Social Media,General,Premium,10.53,164.5616343,0.3554,215,4046,0.0998,6.54,0.366025404,90,3964.59,85.93921535
16619,10-03-2011 11.52,North,Email,General,Premium,5.04,0.42,0.3083,246,2865,0.0586,3.5,1,60,3434.49,235.526714
16620,06-05-2010 13.41,North,Affiliate,General,Premium,17.7,2.95,0.1944,,8412,0.0311,1.87,-0.366025404,28,5208.41,117.1395881
16621,07-11-2010 13.47,North,Social Media,General,Premium,0.95,0.95,0.2794,800,18535,0.0171,6.99,0.366025404,14,1749.76,180.7124663
16622,22-06-2011 16.33,North,Social Media,General,Premium,24.96,2.08,0.5109,475,11990,0.0259,8.65,-1,60,4175.72,86.52658505
16623,17-12-2010 13.45,North,Social Media,Stationery,Premium,3.75,1.25,0.0369,216,1580,0.0909,5.36,1,60,990.31,171.2872834
16624,14-02-2010 13.26,North,Search,Storage,Premium,50.4,0.42,0.1495,614,38679,0.042,2.32,1.366025404,60,69681.39,342.98356
16625,30-03-2011 15.05,North,Social Media,General,Premium,18.75,1.25,0.325,88,1821,0.1197,1.05,1,14,4548.84,186.4933534
16626,26-11-2010 10.24,North,Email,General,Standard,10.2,0.85,0.2905,161,3860,0.02,1.78,0.366025404,28,1418.8,163.7400685
16627,04-07-2010 13.59,North,Search,Storage,Premium,8.5,4.25,0.0221,130,3769,0.0059,1.4,-1.366025404,14,475.7,71.19818469
16628,02-06-2011,North,Affiliate,General,Premium,8.85,2.95,0.2089,7,278,0.0267,6.68,-1,90,5479.35,39.10981112
16629,20-11-2011 15.36,North,Influencer,General,Premium,13.9,6.95,0.3943,361,3825,0.1329,5.17,0.366025404,7,2313.71,128.6240864
16630,13-04-2011 14.17,North,Affiliate,General,Premium,9.96,0.83,0.2156,76,756,0.0895,7.3,0.366025404,14,827.74,130.0107679
16631,06-05-2010 19.57,North,Affiliate,General,Premium,1.25,1.25,0.1289,346,21080,0.032,2.89,-0.366025404,7,327.72,132.799581
16632,23-11-2011 13.39,North,TV,Lighting,Premium,17.37,5.79,0.1132,259,7366,0.0769,5.07,0.366025404,28,42991.37,114.1992857
16633,04-04-2011 12.42,North,Search,Storage,Premium,8.32,2.08,0.0057,549,8125,0.0046,2.75,0.366025404,30,2440.58,161.1367133
16634,30-11-2010 12.14,North,Social Media,General,Premium,19.8,1.65,0.1616,587,7519,0.0818,2.48,0.366025404,14,13955.66,201.8224044
16635,21-10-2011 15.20,North,Search,General,Premium,35.7,5.95,0.19,186,5014,0.0144,4.77,-0.366025404,,6817.71,83.77310883
16636,03-12-2009 16.21,North,Email,General,Premium,3.75,230.2873069,0.0939,116,1814,0.0835,7.55,1,21,382.37,81.07888104
16637,11-11-2011 15.49,North,TV,Stationery,Budget,17.7,2.95,0.2247,290,10688,0.0576,0.98,0.366025404,90,338.7,122.7758511
16638,19-06-2011 13.06,North,Email,Storage,Premium,8.5,0.85,0.1571,201,5424,0.0516,3.02,-1,30,42.9,131.2924754
16639,11-10-2010 10.58,North,Search,Kitchen,Premium,1.25,1.25,0.153,447,11142,0.0853,3.73,-0.366025404,60,1063.6,171.4686715
16640,30-06-2010 13.03,North,Search,Stationery,Premium,6.6,1.65,,580,10833,0.002,0.87,-1,60,1214.46,149.135475
16641,17-11-2010 14.31,North,Social Media,General,Premium,2.1,2.1,,530,3915,0.1701,6.44,0.366025404,30,570.3,157.8050809
16642,06-12-2010 11.01,North,Affiliate,Storage,Premium,17,4.25,0.1092,119,4356,0.0749,5.86,1,90,,125.580187
16643,12-09-2011 13.41,North,Search,Storage,Standard,238.8,9.95,0.2138,346,15734,0.1075,6.37,-1,60,1104.96,81.96387965
16644,13-05-2011 14.56,North,Email,General,Premium,17.4,1.45,0.3031,558,19989,0.0139,2.27,-0.366025404,60,84653.28,149.2421193
16645,27-05-2010 11.22,North,Affiliate,Stationery,Premium,10.5,0.42,0.3067,454,9381,0.1016,1.97,-0.366025404,60,1884.51,261.5047657
16646,15-10-2010 11.46,North,Social Media,General,Premium,31.2,0.65,0.3028,,3116,0.0191,6.04,-0.366025404,,1391.09,192.8436879
16647,25-11-2011 11.54,North,Social Media,Seasonal,Standard,1.7,0.85,0.5834,278,6016,0.0592,5.05,0.366025404,14,463.62,160.0986439
16648,06-12-2009 12.41,North,Search,Kitchen,Premium,12.72,1.06,0.092,82,1691,0.0187,6.61,1,7,3211.06,124.7454937
16649,08-03-2010 11.31,North,Social Media,Storage,Standard,13.2,1.65,0.3187,167,4320,0.142,5.37,1,7,91.7,140.8428113
16650,09-09-2011 13.42,North,Email,General,Premium,2.1,2.1,0.1579,249,7136,0.0384,,-1,14,2069.86,94.55262466
16651,06-11-2011 13.32,North,TV,General,Premium,15,3.75,,90,3542,0.0176,6.37,0.366025404,30,1426.2,87.56254044
16652,31-01-2010 11.54,North,Search,Storage,Premium,17.7,2.95,0.16,1490,30817,0.0834,4.4,1.366025404,21,1238.03,152.2993679
16653,23-06-2010 13.21,North,Email,General,Premium,15,1.25,0.0785,143,3917,0.0231,3.13,-1,60,1731.07,115.9083878
16654,11-12-2009 11.38,North,Search,Lighting,Premium,,2.75,0.3546,59,777,,3.85,1,28,1787.74,94.05155959
16655,13-01-2011 9.29,North,Social Media,Kitchen,Premium,7.8,0.65,0.3858,209,1732,0.0336,5.14,1.366025404,21,66177.19,188.3999977
16656,25-11-2010 13.49,North,Social Media,General,Budget,3.15,0.21,0.2659,215,1749,0.0003,6.85,0.366025404,60,132.06,323.8180069
16657,27-09-2010 12.50,North,Search,General,Premium,2.9,1.45,0.0097,142,3945,0.1726,4.18,-1,7,318.19,136.573304
16658,23-09-2011 9.00,North,Social Media,Seasonal,Premium,9.12,0.19,0.0177,58,1140,0.0184,2.65,-1,28,2436.52,242.7121032
16659,10-12-2009 15.36,North,TV,Storage,Premium,10.2,2.55,0.0348,267,11762,0.0414,4.48,1,30,574.2,122.1121789
16660,14-12-2009 13.10,North,Affiliate,General,Premium,44.55,4.95,0.2132,208,1700,0.1749,5.63,1,28,1338.21,136.5832484
16661,06-12-2010 14.08,North,Affiliate,Lighting,Standard,8.5,8.5,0.2194,176,1712,0.1012,0.89,1,7,418.73,97.57236127
16662,06-04-2010 13.54,North,Influencer,General,Standard,2.1,2.1,0.1385,129,2039,0.0317,4.2,0.366025404,14,303.32,125.9566178
16663,27-11-2011 11.18,North,TV,General,Premium,14.85,4.95,0.2078,941,14653,0.0328,4.42,0.366025404,90,6588.01,105.4626448
16664,11-06-2010 8.25,North,Affiliate,Stationery,Premium,5.04,0.42,0.1157,429,7611,0.1953,2.18,-1,7,6748.91,280.5516282
16665,17-02-2010 14.35,North,Email,Kitchen,Premium,13.52,1.69,0.291,146,2360,0.0127,2.43,1.366025404,60,3564.39,122.7220871
16666,14-10-2010 10.00,North,Affiliate,General,Premium,61.2,2.55,0.1285,631,5859,0.0087,1.33,-0.366025404,7,4412.59,121.0245204
16667,25-11-2010 13.51,North,Social Media,Seasonal,Premium,14.75,2.95,0.1435,827,32345,,3.77,0.366025404,21,5841.12,149.2314776
16668,14-04-2011 16.31,North,Search,Storage,Premium,113.76,0.79,0.2799,463,6025,0.0627,5.84,0.366025404,28,4852.99,243.6860591
16669,06-12-2011 11.51,North,Social Media,General,Standard,4.25,4.25,0.1097,626,12026,0.0373,4.93,1,90,197.85,130.9943936
16670,28-10-2011 13.18,North,Email,General,Premium,4.25,4.25,0.0869,114,2608,0.1234,2.93,-0.366025404,28,29315.63,137.1833813
16671,10-10-2011 12.34,North,Affiliate,Storage,Premium,2.5,1.25,0.1467,72,814,0.0302,1.17,-0.366025404,60,626.44,113.6606914
16672,11-06-2010 10.49,North,Search,General,Premium,17.7,2.95,0.2666,446,6073,,5.34,-1,30,3681.69,94.17501877
16673,19-06-2011 16.04,North,Influencer,Stationery,Premium,5.04,0.42,0.1527,101,2052,0.0868,5.18,-1,30,398.57,197.0529317
16674,10-10-2010 13.31,North,Social Media,General,Premium,3.48,0.29,0.1851,406,15556,0.0626,4.42,-0.366025404,90,3958.46,349.2810609
16675,02-08-2010 9.46,North,Email,General,Premium,15.3,2.55,0.3046,601,14639,0.0601,0.83,-1.366025404,30,7497.79,128.6299133
16676,23-06-2010 17.05,North,TV,Storage,Premium,3.75,3.75,0.2943,44,1583,0.1375,1.76,-1,7,1208.26,77.37882694
